Program to calculate energy of water
Input NAME of configuration file : 
Number of molecules 100000
Thread 1 evaluated 62536 pairs
Thread 10 evaluated 65270 pairs
Thread 5 evaluated 74161 pairs
Thread 9 evaluated 77362 pairs
Thread 3 evaluated 87963 pairs
Thread 11 evaluated 95749 pairs
Thread 1 evaluated 62535 pairs
Thread 4 evaluated 80769 pairs
Thread 6 evaluated 84259 pairs
Thread 10 evaluated 65269 pairs
Thread 7 evaluated 68142 pairs
Thread 5 evaluated 74160 pairs
Thread 8 evaluated 91812 pairs
Thread 9 evaluated 77361 pairs
Thread 1 evaluated 62534 pairs
Thread 0 evaluated 71107 pairs
Thread 10 evaluated 65268 pairs
Thread 4 evaluated 80768 pairs
Thread 11 evaluated 95748 pairs
Thread 6 evaluated 84258 pairs
Thread 5 evaluated 74159 pairs
Thread 9 evaluated 77360 pairs
Thread 1 evaluated 62533 pairs
Thread 8 evaluated 91811 pairs
Thread 0 evaluated 71106 pairs
Thread 10 evaluated 65267 pairs
Thread 4 evaluated 80767 pairs
Thread 5 evaluated 74158 pairs
Thread 6 evaluated 84257 pairs
Thread 1 evaluated 62532 pairs
Thread 11 evaluated 95747 pairs
Thread 9 evaluated 77359 pairs
Thread 7 evaluated 68141 pairs
Thread 10 evaluated 65266 pairs
Thread 0 evaluated 71105 pairs
Thread 8 evaluated 91810 pairs
Thread 5 evaluated 74157 pairs
Thread 1 evaluated 62531 pairs
Thread 4 evaluated 80766 pairs
Thread 10 evaluated 65265 pairs
Thread 6 evaluated 84256 pairs
Thread 9 evaluated 77358 pairs
Thread 11 evaluated 95746 pairs
Thread 0 evaluated 71104 pairs
Thread 1 evaluated 62530 pairs
Thread 7 evaluated 68140 pairs
Thread 5 evaluated 74156 pairs
Thread 8 evaluated 91809 pairs
Thread 10 evaluated 65264 pairs
Thread 4 evaluated 80765 pairs
Thread 9 evaluated 77357 pairs
Thread 6 evaluated 84255 pairs
Thread 0 evaluated 71103 pairs
Thread 1 evaluated 62529 pairs
Thread 11 evaluated 95745 pairs
Thread 5 evaluated 74155 pairs
Thread 7 evaluated 68139 pairs
Thread 10 evaluated 65263 pairs
Thread 8 evaluated 91808 pairs
Thread 4 evaluated 80764 pairs
Thread 9 evaluated 77356 pairs
Thread 1 evaluated 62528 pairs
Thread 0 evaluated 71102 pairs
Thread 6 evaluated 84254 pairs
Thread 5 evaluated 74154 pairs
Thread 10 evaluated 65262 pairs
Thread 11 evaluated 95744 pairs
Thread 7 evaluated 68138 pairs
Thread 1 evaluated 62527 pairs
Thread 9 evaluated 77355 pairs
Thread 4 evaluated 80763 pairs
Thread 8 evaluated 91807 pairs
Thread 0 evaluated 71101 pairs
Thread 10 evaluated 65261 pairs
Thread 5 evaluated 74153 pairs
Thread 6 evaluated 84253 pairs
Thread 1 evaluated 62526 pairs
Thread 11 evaluated 95743 pairs
Thread 7 evaluated 68137 pairs
Thread 9 evaluated 77354 pairs
Thread 4 evaluated 80762 pairs
Thread 10 evaluated 65260 pairs
Thread 0 evaluated 71100 pairs
Thread 5 evaluated 74152 pairs
Thread 8 evaluated 91806 pairs
Thread 1 evaluated 62525 pairs
Thread 6 evaluated 84252 pairs
Thread 7 evaluated 68136 pairs
Thread 9 evaluated 77353 pairs
Thread 11 evaluated 95742 pairs
Thread 10 evaluated 65259 pairs
Thread 0 evaluated 71099 pairs
Thread 4 evaluated 80761 pairs
Thread 5 evaluated 74151 pairs
Thread 1 evaluated 62524 pairs
Thread 8 evaluated 91805 pairs
Thread 6 evaluated 84251 pairs
Thread 10 evaluated 65258 pairs
Thread 9 evaluated 77352 pairs
Thread 7 evaluated 68135 pairs
Thread 1 evaluated 62523 pairs
Thread 0 evaluated 71098 pairs
Thread 11 evaluated 95741 pairs
Thread 5 evaluated 74150 pairs
Thread 4 evaluated 80760 pairs
Thread 10 evaluated 65257 pairs
Thread 1 evaluated 62522 pairs
Thread 6 evaluated 84250 pairs
Thread 9 evaluated 77351 pairs
Thread 8 evaluated 91804 pairs
Thread 0 evaluated 71097 pairs
Thread 5 evaluated 74149 pairs
Thread 11 evaluated 95740 pairs
Thread 4 evaluated 80759 pairs
Thread 10 evaluated 65256 pairs
Thread 1 evaluated 62521 pairs
Thread 7 evaluated 68134 pairs
Thread 9 evaluated 77350 pairs
Thread 6 evaluated 84249 pairs
Thread 0 evaluated 71096 pairs
Thread 5 evaluated 74148 pairs
Thread 8 evaluated 91803 pairs
Thread 10 evaluated 65255 pairs
Thread 1 evaluated 62520 pairs
Thread 4 evaluated 80758 pairs
Thread 11 evaluated 95739 pairs
Thread 9 evaluated 77349 pairs
Thread 5 evaluated 74147 pairs
Thread 0 evaluated 71095 pairs
Thread 10 evaluated 65254 pairs
Thread 6 evaluated 84248 pairs
Thread 1 evaluated 62519 pairs
Thread 8 evaluated 91802 pairs
Thread 7 evaluated 68133 pairs
Thread 4 evaluated 80757 pairs
Thread 9 evaluated 77348 pairs
Thread 11 evaluated 95738 pairs
Thread 5 evaluated 74146 pairs
Thread 10 evaluated 65253 pairs
Thread 0 evaluated 71094 pairs
Thread 1 evaluated 62518 pairs
Thread 6 evaluated 84247 pairs
Thread 8 evaluated 91801 pairs
Thread 4 evaluated 80756 pairs
Thread 9 evaluated 77347 pairs
Thread 10 evaluated 65252 pairs
Thread 1 evaluated 62517 pairs
Thread 5 evaluated 74145 pairs
Thread 0 evaluated 71093 pairs
Thread 11 evaluated 95737 pairs
Thread 7 evaluated 68132 pairs
Thread 6 evaluated 84246 pairs
Thread 10 evaluated 65251 pairs
Thread 1 evaluated 62516 pairs
Thread 9 evaluated 77346 pairs
Thread 4 evaluated 80755 pairs
Thread 5 evaluated 74144 pairs
Thread 0 evaluated 71092 pairs
Thread 11 evaluated 95736 pairs
Thread 1 evaluated 62515 pairs
Thread 3 evaluated 87962 pairs
Thread 10 evaluated 65250 pairs
Thread 6 evaluated 84245 pairs
Thread 9 evaluated 77345 pairs
Thread 5 evaluated 74143 pairs
Thread 4 evaluated 80754 pairs
Thread 0 evaluated 71091 pairs
Thread 7 evaluated 68131 pairs
Thread 1 evaluated 62514 pairs
Thread 10 evaluated 65249 pairs
Thread 11 evaluated 95735 pairs
Thread 3 evaluated 87961 pairs
Thread 5 evaluated 74142 pairs
Thread 6 evaluated 84244 pairs
Thread 9 evaluated 77344 pairs
Thread 0 evaluated 71090 pairs
Thread 4 evaluated 80753 pairs
Thread 1 evaluated 62513 pairs
Thread 10 evaluated 65248 pairs
Thread 5 evaluated 74141 pairs
Thread 9 evaluated 77343 pairs
Thread 11 evaluated 95734 pairs
Thread 1 evaluated 62512 pairs
Thread 6 evaluated 84243 pairs
Thread 3 evaluated 87960 pairs
Thread 0 evaluated 71089 pairs
Thread 7 evaluated 68130 pairs
Thread 10 evaluated 65247 pairs
Thread 4 evaluated 80752 pairs
Thread 5 evaluated 74140 pairs
Thread 1 evaluated 62511 pairs
Thread 9 evaluated 77342 pairs
Thread 10 evaluated 65246 pairs
Thread 0 evaluated 71088 pairs
Thread 11 evaluated 95733 pairs
Thread 6 evaluated 84242 pairs
Thread 3 evaluated 87959 pairs
Thread 4 evaluated 80751 pairs
Thread 1 evaluated 62510 pairs
Thread 5 evaluated 74139 pairs
Thread 10 evaluated 65245 pairs
Thread 9 evaluated 77341 pairs
Thread 7 evaluated 68129 pairs
Thread 0 evaluated 71087 pairs
Thread 6 evaluated 84241 pairs
Thread 11 evaluated 95732 pairs
Thread 1 evaluated 62509 pairs
Thread 3 evaluated 87958 pairs
Thread 4 evaluated 80750 pairs
Thread 5 evaluated 74138 pairs
Thread 10 evaluated 65244 pairs
Thread 9 evaluated 77340 pairs
Thread 0 evaluated 71086 pairs
Thread 1 evaluated 62508 pairs
Thread 10 evaluated 65243 pairs
Thread 6 evaluated 84240 pairs
Thread 11 evaluated 95731 pairs
Thread 4 evaluated 80749 pairs
Thread 5 evaluated 74137 pairs
Thread 3 evaluated 87957 pairs
Thread 7 evaluated 68128 pairs
Thread 9 evaluated 77339 pairs
Thread 0 evaluated 71085 pairs
Thread 1 evaluated 62507 pairs
Thread 10 evaluated 65242 pairs
Thread 2 evaluated 99953 pairs
Thread 5 evaluated 74136 pairs
Thread 6 evaluated 84239 pairs
Thread 4 evaluated 80748 pairs
Thread 9 evaluated 77338 pairs
Thread 11 evaluated 95730 pairs
Thread 1 evaluated 62506 pairs
Thread 3 evaluated 87956 pairs
Thread 7 evaluated 68127 pairs
Thread 10 evaluated 65241 pairs
Thread 8 evaluated 91800 pairs
Thread 5 evaluated 74135 pairs
Thread 1 evaluated 62505 pairs
Thread 2 evaluated 99952 pairs
Thread 9 evaluated 77337 pairs
Thread 4 evaluated 80747 pairs
Thread 6 evaluated 84238 pairs
Thread 10 evaluated 65240 pairs
Thread 11 evaluated 95729 pairs
Thread 3 evaluated 87955 pairs
Thread 7 evaluated 68126 pairs
Thread 5 evaluated 74134 pairs
Thread 1 evaluated 62504 pairs
Thread 9 evaluated 77336 pairs
Thread 10 evaluated 65239 pairs
Thread 4 evaluated 80746 pairs
Thread 6 evaluated 84237 pairs
Thread 8 evaluated 91799 pairs
Thread 2 evaluated 99951 pairs
Thread 11 evaluated 95728 pairs
Thread 1 evaluated 62503 pairs
Thread 3 evaluated 87954 pairs
Thread 5 evaluated 74133 pairs
Thread 7 evaluated 68125 pairs
Thread 10 evaluated 65238 pairs
Thread 9 evaluated 77335 pairs
Thread 4 evaluated 80745 pairs
Thread 1 evaluated 62502 pairs
Thread 6 evaluated 84236 pairs
Thread 5 evaluated 74132 pairs
Thread 7 evaluated 68124 pairs
Thread 11 evaluated 95727 pairs
Thread 2 evaluated 99950 pairs
Thread 10 evaluated 65237 pairs
Thread 8 evaluated 91798 pairs
Thread 3 evaluated 87953 pairs
Thread 9 evaluated 77334 pairs
Thread 1 evaluated 62501 pairs
Thread 4 evaluated 80744 pairs
Thread 5 evaluated 74131 pairs
Thread 6 evaluated 84235 pairs
Thread 10 evaluated 65236 pairs
Thread 7 evaluated 68123 pairs
Thread 1 evaluated 62500 pairs
Thread 11 evaluated 95726 pairs
Thread 9 evaluated 77333 pairs
Thread 3 evaluated 87952 pairs
Thread 2 evaluated 99949 pairs
Thread 8 evaluated 91797 pairs
Thread 10 evaluated 65235 pairs
Thread 5 evaluated 74130 pairs
Thread 4 evaluated 80743 pairs
Thread 6 evaluated 84234 pairs
Thread 1 evaluated 62499 pairs
Thread 7 evaluated 68122 pairs
Thread 9 evaluated 77332 pairs
Thread 11 evaluated 95725 pairs
Thread 3 evaluated 87951 pairs
Thread 10 evaluated 65234 pairs
Thread 5 evaluated 74129 pairs
Thread 2 evaluated 99948 pairs
Thread 1 evaluated 62498 pairs
Thread 4 evaluated 80742 pairs
Thread 8 evaluated 91796 pairs
Thread 6 evaluated 84233 pairs
Thread 9 evaluated 77331 pairs
Thread 7 evaluated 68121 pairs
Thread 10 evaluated 65233 pairs
Thread 1 evaluated 62497 pairs
Thread 5 evaluated 74128 pairs
Thread 3 evaluated 87950 pairs
Thread 11 evaluated 95724 pairs
Thread 4 evaluated 80741 pairs
Thread 2 evaluated 99947 pairs
Thread 9 evaluated 77330 pairs
Thread 10 evaluated 65232 pairs
Thread 6 evaluated 84232 pairs
Thread 7 evaluated 68120 pairs
Thread 1 evaluated 62496 pairs
Thread 8 evaluated 91795 pairs
Thread 5 evaluated 74127 pairs
Thread 3 evaluated 87949 pairs
Thread 11 evaluated 95723 pairs
Thread 4 evaluated 80740 pairs
Thread 10 evaluated 65231 pairs
Thread 9 evaluated 77329 pairs
Thread 1 evaluated 62495 pairs
Thread 7 evaluated 68119 pairs
Thread 6 evaluated 84231 pairs
Thread 5 evaluated 74126 pairs
Thread 2 evaluated 99946 pairs
Thread 10 evaluated 65230 pairs
Thread 8 evaluated 91794 pairs
Thread 1 evaluated 62494 pairs
Thread 3 evaluated 87948 pairs
Thread 4 evaluated 80739 pairs
Thread 11 evaluated 95722 pairs
Thread 9 evaluated 77328 pairs
Thread 7 evaluated 68118 pairs
Thread 5 evaluated 74125 pairs
Thread 6 evaluated 84230 pairs
Thread 10 evaluated 65229 pairs
Thread 1 evaluated 62493 pairs
Thread 2 evaluated 99945 pairs
Thread 9 evaluated 77327 pairs
Thread 7 evaluated 68117 pairs
Thread 4 evaluated 80738 pairs
Thread 3 evaluated 87947 pairs
Thread 11 evaluated 95721 pairs
Thread 5 evaluated 74124 pairs
Thread 8 evaluated 91793 pairs
Thread 10 evaluated 65228 pairs
Thread 1 evaluated 62492 pairs
Thread 6 evaluated 84229 pairs
Thread 7 evaluated 68116 pairs
Thread 9 evaluated 77326 pairs
Thread 2 evaluated 99944 pairs
Thread 5 evaluated 74123 pairs
Thread 4 evaluated 80737 pairs
Thread 1 evaluated 62491 pairs
Thread 10 evaluated 65227 pairs
Thread 3 evaluated 87946 pairs
Thread 11 evaluated 95720 pairs
Thread 8 evaluated 91792 pairs
Thread 6 evaluated 84228 pairs
Thread 7 evaluated 68115 pairs
Thread 9 evaluated 77325 pairs
Thread 1 evaluated 62490 pairs
Thread 10 evaluated 65226 pairs
Thread 5 evaluated 74122 pairs
Thread 4 evaluated 80736 pairs
Thread 2 evaluated 99943 pairs
Thread 3 evaluated 87945 pairs
Thread 7 evaluated 68114 pairs
Thread 11 evaluated 95719 pairs
Thread 1 evaluated 62489 pairs
Thread 10 evaluated 65225 pairs
Thread 6 evaluated 84227 pairs
Thread 9 evaluated 77324 pairs
Thread 5 evaluated 74121 pairs
Thread 8 evaluated 91791 pairs
Thread 4 evaluated 80735 pairs
Thread 7 evaluated 68113 pairs
Thread 1 evaluated 62488 pairs
Thread 10 evaluated 65224 pairs
Thread 3 evaluated 87944 pairs
Thread 11 evaluated 95718 pairs
Thread 9 evaluated 77323 pairs
Thread 5 evaluated 74120 pairs
Thread 6 evaluated 84226 pairs
Thread 7 evaluated 68112 pairs
Thread 0 evaluated 71084 pairs
Thread 1 evaluated 62487 pairs
Thread 4 evaluated 80734 pairs
Thread 10 evaluated 65223 pairs
Thread 8 evaluated 91790 pairs
Thread 9 evaluated 77322 pairs
Thread 5 evaluated 74119 pairs
Thread 3 evaluated 87943 pairs
Thread 11 evaluated 95717 pairs
Thread 6 evaluated 84225 pairs
Thread 7 evaluated 68111 pairs
Thread 1 evaluated 62486 pairs
Thread 10 evaluated 65222 pairs
Thread 0 evaluated 71083 pairs
Thread 4 evaluated 80733 pairs
Thread 9 evaluated 77321 pairs
Thread 5 evaluated 74118 pairs
Thread 1 evaluated 62485 pairs
Thread 8 evaluated 91789 pairs
Thread 7 evaluated 68110 pairs
Thread 3 evaluated 87942 pairs
Thread 10 evaluated 65221 pairs
Thread 11 evaluated 95716 pairs
Thread 0 evaluated 71082 pairs
Thread 6 evaluated 84224 pairs
Thread 4 evaluated 80732 pairs
Thread 5 evaluated 74117 pairs
Thread 1 evaluated 62484 pairs
Thread 9 evaluated 77320 pairs
Thread 7 evaluated 68109 pairs
Thread 10 evaluated 65220 pairs
Thread 0 evaluated 71081 pairs
Thread 3 evaluated 87941 pairs
Thread 8 evaluated 91788 pairs
Thread 6 evaluated 84223 pairs
Thread 11 evaluated 95715 pairs
Thread 1 evaluated 62483 pairs
Thread 5 evaluated 74116 pairs
Thread 9 evaluated 77319 pairs
Thread 7 evaluated 68108 pairs
Thread 10 evaluated 65219 pairs
Thread 4 evaluated 80731 pairs
Thread 0 evaluated 71080 pairs
Thread 1 evaluated 62482 pairs
Thread 3 evaluated 87940 pairs
Thread 6 evaluated 84222 pairs
Thread 7 evaluated 68107 pairs
Thread 5 evaluated 74115 pairs
Thread 10 evaluated 65218 pairs
Thread 11 evaluated 95714 pairs
Thread 9 evaluated 77318 pairs
Thread 8 evaluated 91787 pairs
Thread 4 evaluated 80730 pairs
Thread 1 evaluated 62481 pairs
Thread 0 evaluated 71079 pairs
Thread 10 evaluated 65217 pairs
Thread 7 evaluated 68106 pairs
Thread 5 evaluated 74114 pairs
Thread 9 evaluated 77317 pairs
Thread 3 evaluated 87939 pairs
Thread 6 evaluated 84221 pairs
Thread 11 evaluated 95713 pairs
Thread 1 evaluated 62480 pairs
Thread 4 evaluated 80729 pairs
Thread 0 evaluated 71078 pairs
Thread 10 evaluated 65216 pairs
Thread 7 evaluated 68105 pairs
Thread 8 evaluated 91786 pairs
Thread 5 evaluated 74113 pairs
Thread 9 evaluated 77316 pairs
Thread 1 evaluated 62479 pairs
Thread 6 evaluated 84220 pairs
Thread 3 evaluated 87938 pairs
Thread 11 evaluated 95712 pairs
Thread 4 evaluated 80728 pairs
Thread 10 evaluated 65215 pairs
Thread 0 evaluated 71077 pairs
Thread 7 evaluated 68104 pairs
Thread 5 evaluated 74112 pairs
Thread 1 evaluated 62478 pairs
Thread 9 evaluated 77315 pairs
Thread 8 evaluated 91785 pairs
Thread 10 evaluated 65214 pairs
Thread 6 evaluated 84219 pairs
Thread 7 evaluated 68103 pairs
Thread 0 evaluated 71076 pairs
Thread 3 evaluated 87937 pairs
Thread 4 evaluated 80727 pairs
Thread 11 evaluated 95711 pairs
Thread 1 evaluated 62477 pairs
Thread 5 evaluated 74111 pairs
Thread 9 evaluated 77314 pairs
Thread 10 evaluated 65213 pairs
Thread 7 evaluated 68102 pairs
Thread 0 evaluated 71075 pairs
Thread 1 evaluated 62476 pairs
Thread 6 evaluated 84218 pairs
Thread 8 evaluated 91784 pairs
Thread 3 evaluated 87936 pairs
Thread 5 evaluated 74110 pairs
Thread 4 evaluated 80726 pairs
Thread 11 evaluated 95710 pairs
Thread 9 evaluated 77313 pairs
Thread 10 evaluated 65212 pairs
Thread 7 evaluated 68101 pairs
Thread 1 evaluated 62475 pairs
Thread 0 evaluated 71074 pairs
Thread 5 evaluated 74109 pairs
Thread 6 evaluated 84217 pairs
Thread 4 evaluated 80725 pairs
Thread 10 evaluated 65211 pairs
Thread 3 evaluated 87935 pairs
Thread 9 evaluated 77312 pairs
Thread 7 evaluated 68100 pairs
Thread 8 evaluated 91783 pairs
Thread 1 evaluated 62474 pairs
Thread 11 evaluated 95709 pairs
Thread 0 evaluated 71073 pairs
Thread 5 evaluated 74108 pairs
Thread 10 evaluated 65210 pairs
Thread 6 evaluated 84216 pairs
Thread 7 evaluated 68099 pairs
Thread 1 evaluated 62473 pairs
Thread 4 evaluated 80724 pairs
Thread 9 evaluated 77311 pairs
Thread 3 evaluated 87934 pairs
Thread 11 evaluated 95708 pairs
Thread 0 evaluated 71072 pairs
Thread 10 evaluated 65209 pairs
Thread 5 evaluated 74107 pairs
Thread 8 evaluated 91782 pairs
Thread 1 evaluated 62472 pairs
Thread 7 evaluated 68098 pairs
Thread 9 evaluated 77310 pairs
Thread 6 evaluated 84215 pairs
Thread 4 evaluated 80723 pairs
Thread 3 evaluated 87933 pairs
Thread 10 evaluated 65208 pairs
Thread 0 evaluated 71071 pairs
Thread 5 evaluated 74106 pairs
Thread 1 evaluated 62471 pairs
Thread 11 evaluated 95707 pairs
Thread 7 evaluated 68097 pairs
Thread 9 evaluated 77309 pairs
Thread 8 evaluated 91781 pairs
Thread 10 evaluated 65207 pairs
Thread 4 evaluated 80722 pairs
Thread 6 evaluated 84214 pairs
Thread 1 evaluated 62470 pairs
Thread 0 evaluated 71070 pairs
Thread 5 evaluated 74105 pairs
Thread 7 evaluated 68096 pairs
Thread 3 evaluated 87932 pairs
Thread 11 evaluated 95706 pairs
Thread 9 evaluated 77308 pairs
Thread 10 evaluated 65206 pairs
Thread 1 evaluated 62469 pairs
Thread 4 evaluated 80721 pairs
Thread 6 evaluated 84213 pairs
Thread 5 evaluated 74104 pairs
Thread 0 evaluated 71069 pairs
Thread 7 evaluated 68095 pairs
Thread 8 evaluated 91780 pairs
Thread 3 evaluated 87931 pairs
Thread 10 evaluated 65205 pairs
Thread 9 evaluated 77307 pairs
Thread 1 evaluated 62468 pairs
Thread 11 evaluated 95705 pairs
Thread 7 evaluated 68094 pairs
Thread 5 evaluated 74103 pairs
Thread 0 evaluated 71068 pairs
Thread 4 evaluated 80720 pairs
Thread 6 evaluated 84212 pairs
Thread 10 evaluated 65204 pairs
Thread 1 evaluated 62467 pairs
Thread 9 evaluated 77306 pairs
Thread 3 evaluated 87930 pairs
Thread 8 evaluated 91779 pairs
Thread 7 evaluated 68093 pairs
Thread 5 evaluated 74102 pairs
Thread 11 evaluated 95704 pairs
Thread 0 evaluated 71067 pairs
Thread 10 evaluated 65203 pairs
Thread 1 evaluated 62466 pairs
Thread 4 evaluated 80719 pairs
Thread 6 evaluated 84211 pairs
Thread 9 evaluated 77305 pairs
Thread 7 evaluated 68092 pairs
Thread 3 evaluated 87929 pairs
Thread 5 evaluated 74101 pairs
Thread 8 evaluated 91778 pairs
Thread 0 evaluated 71066 pairs
Thread 10 evaluated 65202 pairs
Thread 1 evaluated 62465 pairs
Thread 11 evaluated 95703 pairs
Thread 4 evaluated 80718 pairs
Thread 6 evaluated 84210 pairs
Thread 9 evaluated 77304 pairs
Thread 7 evaluated 68091 pairs
Thread 1 evaluated 62464 pairs
Thread 5 evaluated 74100 pairs
Thread 10 evaluated 65201 pairs
Thread 0 evaluated 71065 pairs
Thread 3 evaluated 87928 pairs
Thread 8 evaluated 91777 pairs
Thread 7 evaluated 68090 pairs
Thread 4 evaluated 80717 pairs
Thread 11 evaluated 95702 pairs
Thread 9 evaluated 77303 pairs
Thread 1 evaluated 62463 pairs
Thread 6 evaluated 84209 pairs
Thread 10 evaluated 65200 pairs
Thread 5 evaluated 74099 pairs
Thread 0 evaluated 71064 pairs
Thread 8 evaluated 91776 pairs
Thread 3 evaluated 87927 pairs
Thread 7 evaluated 68089 pairs
Thread 1 evaluated 62462 pairs
Thread 9 evaluated 77302 pairs
Thread 10 evaluated 65199 pairs
Thread 4 evaluated 80716 pairs
Thread 11 evaluated 95701 pairs
Thread 5 evaluated 74098 pairs
Thread 6 evaluated 84208 pairs
Thread 0 evaluated 71063 pairs
Thread 7 evaluated 68088 pairs
Thread 1 evaluated 62461 pairs
Thread 10 evaluated 65198 pairs
Thread 8 evaluated 91775 pairs
Thread 3 evaluated 87926 pairs
Thread 9 evaluated 77301 pairs
Thread 5 evaluated 74097 pairs
Thread 4 evaluated 80715 pairs
Thread 11 evaluated 95700 pairs
Thread 0 evaluated 71062 pairs
Thread 6 evaluated 84207 pairs
Thread 1 evaluated 62460 pairs
Thread 7 evaluated 68087 pairs
Thread 10 evaluated 65197 pairs
Thread 9 evaluated 77300 pairs
Thread 8 evaluated 91774 pairs
Thread 5 evaluated 74096 pairs
Thread 3 evaluated 87925 pairs
Thread 4 evaluated 80714 pairs
Thread 1 evaluated 62459 pairs
Thread 0 evaluated 71061 pairs
Thread 7 evaluated 68086 pairs
Thread 10 evaluated 65196 pairs
Thread 11 evaluated 95699 pairs
Thread 6 evaluated 84206 pairs
Thread 9 evaluated 77299 pairs
Thread 5 evaluated 74095 pairs
Thread 1 evaluated 62458 pairs
Thread 8 evaluated 91773 pairs
Thread 7 evaluated 68085 pairs
Thread 10 evaluated 65195 pairs
Thread 0 evaluated 71060 pairs
Thread 3 evaluated 87924 pairs
Thread 4 evaluated 80713 pairs
Thread 6 evaluated 84205 pairs
Thread 11 evaluated 95698 pairs
Thread 1 evaluated 62457 pairs
Thread 9 evaluated 77298 pairs
Thread 5 evaluated 74094 pairs
Thread 10 evaluated 65194 pairs
Thread 7 evaluated 68084 pairs
Thread 0 evaluated 71059 pairs
Thread 8 evaluated 91772 pairs
Thread 4 evaluated 80712 pairs
Thread 3 evaluated 87923 pairs
Thread 1 evaluated 62456 pairs
Thread 5 evaluated 74093 pairs
Thread 9 evaluated 77297 pairs
Thread 6 evaluated 84204 pairs
Thread 10 evaluated 65193 pairs
Thread 7 evaluated 68083 pairs
Thread 11 evaluated 95697 pairs
Thread 0 evaluated 71058 pairs
Thread 1 evaluated 62455 pairs
Thread 8 evaluated 91771 pairs
Thread 4 evaluated 80711 pairs
Thread 5 evaluated 74092 pairs
